System*,Property Name,Property Address 1,Property City,Property State*,Property Zip,Units Count,Service Status*,Contract Status*,Property Type*,Risk Status*,Expiration Date,Effective Date,House Misc Code,Sales Stage *,Assigned AE *,In Stage Date,MDU Complex ID,Opportunity Type *,Opportunity Comments,No Sale Outcome *,No Sale Reason *
Chicago City,Mason Manor Condominiums,8748 W. Summerdale,Chicago,IL,60656,35,Retail,,Condominium,No Contract,,,3296,,,,75655,,,,
Chicago City,Matthew Manor,271 N. Albany,Chicago,IL,60612,61,Retail,Active,Apartment,>12<=24,5/11/2017,5/11/2007,172B,Assigned,"Hirsch, Mike",9/30/2015,74444,Renewal,,,
Chicago City,"Max Palevsky Residential Commons, University of Chicago","5630 S. University, 1101 E. 56th Street., 5625 S. Ellis",Chicago,IL,60637,717,Retail,Active,Student Housing,Auto-Renewed,8/2/2016,8/2/2015,956Q,No Sale,"Butler, David",8/19/2013,17482,Win Back,,No Right To Service,Other...
Chicago City,Mayfair Apartments a/k/a 7347-7365 N. Sheridan Road Apartments,7347-7365 N. Sheridan Road,Chicago,IL,60626,72,Retail,Active,Apartment,>24,12/3/2019,12/3/2004,812N,,,,161355,,,,
Chicago City,Mayfair Commons,4444 W. Lawrence,Chicago,IL,60630,97,Retail,Active,Condominium,Auto-Renewed,5/28/2017,5/28/2015,4922,No Sale,"Metzer, Joshua",5/21/2014,75243,Renewal,In active ROE into May 2015.,"Service, No New Agreement",Unknown
Chicago City,Mayfair Condominiums,189 E. Lake Shore Drive,Chicago,IL,60611,29,Bulk,Expired,Condominium,Expired,,,614H,No Sale,"Cesario, James",5/12/2015,10965,Renewal,WL,"Service, No New Agreement",Other...
Chicago City,Mayfair Crossing,4139-4237 N. Kilpatrick,Chicago,IL,60641,26,Retail,Active,Town Homes,>24,5/30/2022,5/30/2007,776E,,,,268324,,,,
Chicago City,Mayne Annex,1336 W. Morse Avenue,Chicago,IL,,12,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Metzer, Joshua",8/19/2013,420978,New Build,"Met with Greg Nielson, he informed me they will not sign agreements. This will move to a No Sale.",No Right To Service,Contract Language
Chicago City,McCauley-Belmont Apartments,432 W. Belmont,Chicago,IL,60657,57,Retail,Active,Apartment,>24,3/3/2021,3/3/2006,M034,,,,9472,,,,
Chicago City,McClurg Court Center,333 E. Ontario Street,Chicago,IL,60611,1058,Not Serviced,,Apartment,Not Serviced,,,,Contact Made,"Emperado, Todd",4/9/2015,381938,Win Back,2014 opp,No Right To Service,
Chicago City,McCormick Mansion Condominiums,1500 N. Astor,Chicago,IL,60610,9,Bulk,Active,Condominium,Auto-Renewed,10/24/2015,10/24/2012,633E,Unassigned,,10/11/2013,10964,Renewal,Debulk,,
Chicago City,McKinley Gardens Townhomes,3250 S. Western,Chicago,IL,60608,69,Retail,Active,Condominium,>12<=24,10/30/2016,10/30/2006,821M,,,,227837,,,,
Chicago City,Mckinley Park Lofts Condominiums,2323 W. Pershing,Chicago,IL,60609,163,Not Serviced,,Condominium,Not Serviced,,,,,,,415822,,,,
Chicago City,McKinley Park Manor,1700-1708 W. Pershing Road,Chicago,IL,60609,36,Retail,Active,SFU,>24,9/17/2019,9/17/2004,724C,,,,183644,,,,
Chicago City,MDA City Apartments,63 E. Lake Street f/k/a 185 N. Wabash,Chicago,IL,60601,190,Retail,Active,Apartment,>24,6/21/2025,6/21/2013,893N,Completed,"Slovin, Michael",8/24/2013,185596,Renewal,,,
Chicago City,Medical Center Apartments,1926 W. Harrison,Chicago,IL,60612,306,Retail,,Apartment,No Contract,,,4511,Contact Made,"Metsa, Lori",7/28/2015,356284,Renewal,,,
Chicago City,Medical District Apartments,901 & 903 S. Ashland Avenue,Chicago,IL,60607,410,Retail,Active,Apartment,>24,8/31/2019,8/31/2014,755W,Completed,"Butler, David",8/26/2014,86217,Renewal,,,
Chicago City,Melrose Shores,520 W. Melrose Street,Chicago,IL,60657,36,Retail,Active,Apartment,Auto-Renewed,1/1/2016,1/1/2011,562P,Negotiating,"Perry, Kay'elen",9/14/2015,408790,Renewal,,,
Chicago City,Mergenthaler Condominiums,531 S. Plymouth Court,Chicago,IL,60605,25,Retail,,Condominium,No Contract,,,4870,,,,10963,,,,
Chicago City,Merrill Court Apartments,7201 - 7215 S. Merrill Avenue,Chicago,IL,60649,40,Retail,Active,Apartment,>24,4/29/2021,4/29/2011,539D,Completed,"Neufeld, Richard",4/29/2011,407499,Renewal,,,
Chicago City,Merrill Square Cooperative a/k/a 7001 - 7007 S. Merrill Cooperative,7001 - 7007 S. Merrill,Chicago,IL,60649,26,Retail,,Cooperative,No Contract,,,796F,Unassigned,,10/29/2013,9909,Renewal,Working with Andy Goodman of Wolcott Group on portfolio.,,
Chicago City,Metro North Condominium Association,3946 N. Ravenswood Condominiums,Chicago,IL,60613,44,Retail,Active,Condominium,>24,9/27/2021,9/27/2006,03B4,,,,221146,,,,
Chicago City,Metro on Melrose Condominiums,519 W. Melrose,Chicago,IL,60657,58,Retail,Active,Condominium,>6<=12,9/29/2016,9/29/2006,03B6,,,,221037,,,,
Chicago City,Metro Place,2501-52 W. Grenshaw,Chicago,IL,60612,162,Retail,Active,Condominium,>24,2/18/2018,2/18/2008,470R,Completed,"Neufeld, Richard",4/16/2008,301031,New Build,,,
Chicago City,Metro Point Condominiums,5823 N. Ravenswood,Chicago,IL,60660,32,Retail,Active,Condominium,Auto-Renewed,9/1/2016,9/1/2015,939D,,,,10627,,,,
Chicago City,Metropolis Condominiums,8 W. Monroe Street,Chicago,IL,60603,169,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Cesario, James",9/28/2013,403222,Win Back,Bulk with Directv until December 2013 and retail with American Wireless Broadband until June 2013. Construction cost exceed 180K because we have to trench over 400' in an alley and Madison Ave.,"Service, No New Agreement",Other...
Chicago City,Metropolis Lofts,1935 N. Fairfield,Chicago,IL,60647,52,Retail,Active,Condominium,Auto-Renewed,7/29/2017,7/29/2015,5158,,,,17840,,,,
Chicago City,Metropolitan Tower Condominiums,310 S. Michigan Avenue,Chicago,IL,60605,274,Not Serviced,,Condominium,Not Serviced,,,,Negotiating,"Esler, Theodore",8/11/2015,404871,Win Back,Contact on the board is Mike Nicholas cell is 630 202 0203. Mfnv@earthlink.net. Existing agreement ends 12/15.,,
Chicago City,Michael Fitzgerald Apartments,5801 N. Pulaski Road,Chicago,IL,60646,63,Retail,,Senior Apartments,No Contract,,,,,,,413803,,,,
Chicago City,Michaels Terrace Condominium Association,1309 N Wells Street,Chicago,IL,60610,80,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Herreweyers, Joe",4/18/2014,407845,Win Back,2/28/2014 RCN Expires.,"Service, No New Agreement",Competitive Price
Chicago City,Michigan 60th Street Condominiums,111 - 117 E. 60th Street,Chicago,IL,60637,37,Retail,Active,Apartment,>24,12/20/2025,12/20/2010,454R,,,,393537,,,,
Chicago City,Michigan Apartments,1605-19 S. Michigan Avenue,Chicago,IL,60616,16,Retail,Expired,Apartment,Expired,3/25/2003,3/25/1998,,,,,10624,,,,
Chicago City,Michigan Avenue Gardens Condominium Association,1808-20 S. Michigan,Chicago,IL,60616,38,Retail,Active,Condominium,Auto-Renewed,5/27/2016,5/27/2015,668C,No Sale,"Neufeld, Richard",2/7/2011,75481,Renewal,,"Service, No New Agreement",Other...
Chicago City,Michigan Avenue Lofts,910 S. Michigan Avenue,Chicago,IL,60605,267,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Metsa, Lori",4/23/2012,414764,Win Back,,No Right To Service,Competitive Service Offering
Chicago City,Michigan Avenue Tower Condominiums,1250 S. Michigan,Chicago,IL,60605,228,Not Serviced,,Condominium,Not Serviced,,,,Negotiating,"Emperado, Todd",3/16/2015,434381,Win Back,,,
Chicago City,Michigan Beach,7251 S. South Shore Drive,Chicago,IL,60649,241,Retail,Active,Apartment,>24,4/1/2019,4/1/2011,522F,Completed,"Revell, Bill",8/31/2011,412182,Renewal,************** NATIONAL OPPORTUNITY PORTFOLIO - Only assigned team members are to make changes to this portfolio. Any questions please contact your manager or Sandy Edwards. **************,,
Chicago City,Michigan Building Corporation,229 E. Lake Shore Drive,Chicago,IL,60611,20,Not Serviced,,Apartment,Not Serviced,,,8660,,,,10975,,,,
Chicago City,Michigan Condominiums,1525 South Michigan Avenue,Chicago,IL,60605,52,Bulk,Active,Condominium,>24,2/22/2018,2/22/2013,621Z,Completed,"Metsa, Lori",1/30/2013,73361,Renewal,,,
Chicago City,Michigan Place,3101 - 3119 S. Indiana,Chicago,IL,60616,120,Not Serviced,,Apartment,Not Serviced,,,906Q,,,,17215,,,,
Chicago City,Michigan Plaza Apartments,6048 S. Michigan,Chicago,IL,60637,23,Retail,Active,Apartment,Auto-Renewed,9/1/2016,9/1/2015,739C,,,,10842,,,,
Chicago City,Michigan Terrace Condominiums,5243 - 5247 S. Michigan Avenue,Chicago,IL,60649,10,Retail,Active,Condominium,Auto-Renewed,12/12/2015,12/12/2014,,,,,10844,,,,
Chicago City,Middle Way Apartments f/k/a MiddleWay LLC,7270 S. South Shore Drive,Chicago,IL,60649,96,Retail,Active,Apartment,>24,10/31/2022,10/31/2012,155G,Completed,"Cesario, James",9/14/2012,416119,New Build,New Build,,
Chicago City,Midpointe Apartments,4050 W. 115th Street,Chicago,IL,60655,424,Retail,,Apartment,No Contract,,,495R,Contract Document Review,"Emperado, Todd",10/5/2015,415536,Renewal,,"Service, No New Agreement",Other...
Chicago City,Midway Manor Town Homes,6201-6235 S. Knox,Chicago,IL,60629,38,Retail,Expired,Town Homes,Expired,8/10/2006,8/19/1996,700Q,No Sale,"Zamarripa, Ed",9/16/2013,9607,Renewal,,"Service, No New Agreement",Unknown
Chicago City,Midway Pointe Senior Residences,5001-21 W. 47th St,Chicago,IL,60638,95,Not Serviced,,Senior Apartments,Not Serviced,,,,Contact Made,"Valerio Jr, Gill",6/23/2015,435539,New Build,,,
Chicago City,MILA Luxury Apartments,200 N. Michigan Avenue,Chicago,IL,60601,402,Not Serviced,Active,Apartment,Not Serviced,9/3/2022,9/3/2015,,Completed,"Valerio Jr, Gill",9/21/2015,427761,New Build,,,
Chicago City,Mildred Court Condominiums,2701 N. Mildred,Chicago,IL,60614,50,Retail,Active,Condominium,>24,5/30/2021,5/30/2006,220B,,,,217457,,,,
Chicago City,Millenium Park Plaza a/k/a Doral Michigan Avenue,151 N. Michigan Avenue,Chicago,IL,60601,548,Retail,,Apartment,No Contract,,,615Q,Contact Made,"Esler, Theodore",4/28/2015,73414,Win Back,,,
Chicago City,Millenium Plaza (Corporate Suites),151 N. Michigan (155 N. Michigan CSG Billing Address),Chicago,IL,60601,100,Not Serviced,,Apartment,Not Serviced,,,656Q,No Sale,"Kung, Theresa",9/17/2012,9464,Win Back,,"Service, No New Agreement",Other...
Chicago City,Millennium Centre Condominiums,33 W. Ontario Street,Chicago,IL,60654,364,Bulk,Active,Condominium,>24,12/31/2017,12/31/2012,651Z,Completed,"Butler, David",12/11/2012,73498,Renewal,,,
Chicago City,"Millennium Properties, Inc.",4001 W. Devon,Chicago,IL,60600,50,Retail,Expired,Apartment,Expired,5/1/1999,4/1/1999,,Unassigned,,1/23/2014,74306,Renewal,,,
Chicago City,Milwaukee-Montrose Condominiums,5306 W. Pensacola,Chicago,IL,60641,25,Retail,Active,Condominium,>24,1/11/2020,1/11/2005,,,,,183236,,,,
Chicago City,Minnie Riperton Apartments,4250 S Princeton Avenue,Chicago,IL,60609,156,Retail,,Apartment,No Contract,,,P570,Contact Made,"Herreweyers, Joe",8/11/2015,429760,Renewal,,,
Chicago City,MOD Apartments,1222 - 1224 W. Madison,Chicago,IL,60607,56,Retail,Active,Apartment,>24,6/9/2019,6/9/2009,979E,Completed,"Neufeld, Richard",12/12/2008,293711,New Build,Pickus Group has signed Bulk with Dish but wants Comcast to overbuild,,
Chicago City,Moderno Condominiums,848-850 W. Erie,Chicago,IL,60622,60,Not Serviced,,Condominium,Not Serviced,,,,,,,435691,,,,
Chicago City,Mohawk North Town Homes,1441-1535 N. Larrabee and 1446-1514 N. Mohawk,Chicago,IL,60610,92,Retail,Expired,Condominium,Expired,4/25/2006,4/25/2005,275C,Unassigned,,1/23/2014,75469,Renewal,Individual townhomes (21 buildings with 3 units each) not interested in signing an agreement.,,
Chicago City,Mohawk Square Condominiums,1656 - 1658 N. Mohawk,Chicago,IL,60614,16,Not Serviced,,Condominium,Not Serviced,,,386L,,,,10633,,,,
Chicago City,Monaco Condominiums,4609 - 4611 N. Rockwell,Chicago,IL,60625,12,Retail,Active,Condominium,Auto-Renewed,7/9/2017,7/9/2012,903T,,,,73544,,,,
Chicago City,Mondial River West,910 W. Huron Street,Chicago,IL,60642,141,Retail,Active,Condominium,>24,6/3/2023,6/3/2008,959E,No Sale,"Cesario, James",3/9/2015,287261,Addendum,Property was seeking a bulk agreement but pens for video and HSD are about 90%.,"Service, No New Agreement",Other...
Chicago City,Monroe Place Condominiums,1228 W. Monroe,Chicago,IL,60607,67,Retail,Active,Condominium,>24,6/12/2021,6/12/2006,031H,,,,216937,,,,
Chicago City,Montana & Racine Apartments (Parliament Enterprises Portfolio),1146 - 1158 W. Montana Street,Chicago,IL,60614,25,Retail,Active,Apartment,>24,6/14/2020,6/14/2015,958M,,,,411686,,,,
Chicago City,Montclare Senior Residences of Avalon Park,1200 E. 78th Street,Chicago,IL,60619,104,Retail,Active,Senior Apartments,>24,12/4/2019,12/4/2009,465R,Completed,"Neufeld, Richard",12/10/2009,393962,New Build,,,
Chicago City,Montclare Senior Residences of Avalon Park Phase II,1210 E. 78th Street,Chicago,IL,60619,122,Not Serviced,Active,Senior Apartments,Not Serviced,11/5/2024,11/5/2014,120F,Completed,"Taylor, Bryant",11/3/2014,423861,New Build,New Build 122 unit Senior Apartments.,,
Chicago City,Montclare Senior Residences Phase I,6650 W. Belden Avenue,Chicago,IL,60707,154,Retail,Active,Senior Apartments,>24,12/1/2024,12/1/2014,174G,Completed,"Cesario, James",12/17/2014,17485,Renewal,,,
Chicago City,Montclare Senior Residences Phase II,6640 W. Belden Avenue,Chicago,IL,60707,181,Retail,Active,Senior Apartments,>24,12/1/2024,12/1/2014,174G,Completed,"Cesario, James",12/17/2014,399751,New Build,"This property was previously worked on by Denise. Per construction, the owner needs to provide additional wiring in order to service this building.",,
Chicago City,Monterey,808 W. Junior Terrace,Chicago,IL,60613,79,Retail,,Apartment,No Contract,,,848R,No Sale,"Metzer, Joshua",3/17/2013,416206,Renewal,"Monterey 64%, 4806 Linder 63%, 2048 Cleveland 41%, no contract. Left vmail for Tom Audino. They have two buildings in Printers Row they want wired for Comcast.","Service, No New Agreement",Other...
Chicago City,Montgomery Place,5550 S. South Shore Drive,Chicago,IL,60637,215,Not Serviced,Expired,Apartment,Not Serviced,9/14/2014,9/14/2009,550J,No Sale,"Neufeld, Richard",10/25/2011,219027,Win Back,,No Right To Service,Competitive Price
Chicago City,Monticello Park Condominiums,4432-44 W. West End Avenue & 200-12 N. Kenneth Avenue,Chicago,IL,60624,65,Retail,Active,Apartment,>24,9/2/2019,9/2/2004,955B,,,,158039,,,,
Chicago City,Monticello Park Condominiums,4602-10 N. Monticello,Chicago,IL,60625,36,Retail,Active,Condominium,>24,8/18/2019,8/18/2004,718C,,,,159250,,,,
Chicago City,Montreux Condominiums,1035 W. Huron Street,Chicago,IL,60642,22,Retail,Franchise,Condominium,LOF,,7/15/1999,5063,,,,74263,,,,
Chicago City,Moody Bible College,820 N. LaSalle Blvd.,Chicago,IL,60610,1467,Not Serviced,,XOC Dormitory,Not Serviced,,,,,,,434815,,,,
Chicago City,Morgan Terrace Condominiums,24 S. Morgan,Chicago,IL,60607,67,Retail,Active,Condominium,>24,2/20/2018,2/20/2008,794F,Completed,"Neufeld, Richard",7/15/2008,201534,New Build,,,
Chicago City,Morningside Courts,1250 W. Morse Avenue,Chicago,IL,60626,170,Retail,,Senior Apartments,No Contract,,,736W,Contact Made,"Metzer, Joshua",4/28/2015,417170,Renewal,"no contract, 8% penetration","Service, No New Agreement",Other...
Chicago City,Morningside North,170 W. Oak Street,Chicago,IL,60610,256,Retail,,Senior Apartments,No Contract,,,481R,Contact Made,"Valerio Jr, Gill",7/31/2015,409200,Renewal,,,
Chicago City,Morse Senior Apartments,1528 - 1530 W. Morse,Chicago,IL,60626,57,Retail,Active,Apartment,>24,9/15/2020,9/15/2015,904Q,Assigned,"Klay, Jim",9/21/2015,17020,Renewal,,,
Chicago City,Moss Properties,7146 S. Lowe,Chicago,IL,60621,70,Not Serviced,,Apartment,Not Serviced,,,,,,,362992,,,,
Chicago City,Motor Row Lofts,2301-15 S Michigan Avenue,Chicago,IL,60616,52,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Metzer, Joshua",3/17/2013,421140,Win Back,Not serviced.,No Right To Service,Other...
Chicago City,Mount Vernon Manor Apartments,30 N. Waller Street,Chicago,IL,60644,61,Retail,Active,Apartment,>24,3/7/2021,3/7/2006,856A,,,,208633,,,,
Chicago City,Mueller Apartments,3923 W. Schubert Avenue,Chicago,IL,60647,13,Retail,Active,Apartment,>24,6/11/2022,6/11/2012,484R,Completed,"Hazelhorst, Jennifer",5/30/2012,417227,Renewal,,,
Chicago City,Museum Park Homes Townhomes,1326 - 1360 S. Prairie Avenue,Chicago,IL,60605,8,Retail,,Condominium,No Contract,,,801T,,,,413634,,,,
Chicago City,MUSEUM PARK LOFT BLG II 130 S MICHIGAN,MUSEUM PARK LOFT BLG II 130 S MICHIGAN,CHICAGO,IL,60616,49,Not Serviced,,Unknown,Not Serviced,,,,,,,214674,,,,
Chicago City,Museum Park Loft Condominiums,125 E. 13th Street,Chicago,IL,60605,149,Retail,Active,Condominium,>24,11/1/2017,11/1/2012,709W,Assigned,"Metzer, Joshua",9/3/2015,72594,Renewal,,,
Chicago City,Museum Park Place East Condominiums,1841 S. Calumet Avenue,Chicago,IL,60616,194,Retail,Active,Condominium,Auto-Renewed,8/30/2017,8/30/2015,788E,No Sale,"Metsa, Lori",9/25/2013,197476,Win Back,"5 year agmt, exclusive mktg, exclusive use of 1 homerun system,bulk HD DVR and internet (18 Mbps)","Service, No New Agreement",Competitive Service Offering
Chicago City,Museum Park Place South Condominiums,1901 S. Calumet Avenue,Chicago,IL,60616,288,Retail,Active,Condominium,>12<=24,7/12/2017,7/12/2007,482R,Negotiating,"Emperado, Todd",4/15/2015,275651,Renewal,,,
Chicago City,Museum Pointe Condominiums,233 E. 13th Street,Chicago,IL,60605,206,Bulk,Active,Condominium,>6<=12,5/26/2016,5/26/2011,763W,Negotiating,"Metsa, Lori",5/31/2015,405280,Renewal,,,
Chicago City,Museum Tower Residences Condominiums,1335 S. Prairie Avenue,Chicago,IL,60605,165,Bulk,Active,Condominium,>6<=12,2/16/2016,2/16/2006,800T,Contact Made,"Esler, Theodore",5/31/2015,214347,Renewal,,,
Chicago City,Museum Walk,5541 S. Everett Avenue,Chicago,IL,60637,144,Retail,Active,Apartment,>24,6/1/2023,6/1/2013,904S,Completed,"Metzer, Joshua",5/22/2013,182915,Renewal,Left vmail for Pam to discuss working 16 exposed properties as a portfolio.,,
Chicago City,N & M Partnership,1423 W. Jonquil,Chicago,IL,60626,16,Retail,Active,Condominium,Auto-Renewed,7/17/2016,7/17/2015,,,,,10645,,,,
Chicago City,Naomi & Sylvester Living Center,8031 S. Halsted Street,Chicago,IL,60620,60,Not Serviced,,Senior Apartments,Not Serviced,,,,No Sale,"Taylor, Bryant",1/28/2015,424745,Win Back,"CST #3549, 30 days, $4600","Service, No New Agreement",Competitive Price
Chicago City,Narragansett Condominiums,1640 E. 50th Street,Chicago,IL,60615,63,Retail,,Apartment,No Contract,,,976B,No Sale,"Metzer, Joshua",11/25/2013,393015,Renewal,,"Service, No New Agreement",Contract Language
Chicago City,Natchez,2148 N. Natchez Ave,Chicago,IL,60707,72,Retail,Active,Apartment,>24,9/30/2025,9/30/2015,,Completed,"Esler, Theodore",9/23/2015,437345,New Build,,,
Chicago City,Near North SRO,1244 N. Clybourn,Chicago,IL,60610,96,Retail,Active,Apartment,>24,12/2/2020,12/2/2005,262Z,,,,202208,,,,
Chicago City,NEMIAH MITCHELL JR,312-14 EAST 75th ST,CHICAGO,IL,60619,11,Retail,Active,Condominium,Auto-Renewed,1/22/2016,1/22/2015,,,,,72593,,,,
Chicago City,Neva Avenue Apartments,2333 N. Neva Avenue,Chicago,IL,60707,178,Retail,,Condominium,No Contract,,,168E,No Sale,"Valerio Jr, Gill",6/23/2015,429525,Renewal,CHA,,Other...
Chicago City,Neva Vista Condominiums,3150 N. Neva,Chicago,IL,60634,9,Retail,Active,Condominium,Auto-Renewed,6/3/2016,6/3/2015,4122,,,,218951,,,,
Chicago City,New City Apartments,1457 N. Halsted Street,Chicago,IL,60642,199,Retail,Active,Apartment,>24,3/18/2025,3/18/2015,445F,Completed,"Butler, David",5/7/2015,416311,New Build,,,
Chicago City,New Haven Townhomes,4949 - 5007 N. Lincoln,Chicago,IL,60625,31,Retail,Active,Town Homes,>24,1/31/2022,1/31/2007,820M,,,,232935,,,,
Chicago City,New Moms Apartments,5317 W. Chicago Avenue,Chicago,IL,60651,40,Retail,Active,Apartment,>24,2/28/2023,2/28/2013,269Z,Completed,"Kung, Theresa",2/21/2013,420998,New Build,,,
Chicago City,New Pisgah Haven Homes,8005 S. Racine,Chicago,IL,60620,61,Retail,Active,Apartment,>24,3/22/2021,3/22/2006,173B,,,,9590,,,,
Chicago City,New Vistas Apartments f/k/a New Vistas II,6951 S. Crandon,Chicago,IL,60649,155,Retail,Active,Apartment,>0<=6,11/1/2015,11/1/2005,959M,Contact Made,"Devine, Casey",8/18/2015,10825,Renewal,,,
Chicago City,New Vistas I,6909 S. Crandon Avenue f/k/a 6915 S. Crandon,Chicago,IL,60649,148,Retail,Active,Condominium,>24,12/13/2022,12/13/2010,920M,Completed,"Weiss, Linda",12/13/2010,73806,Renewal,,,
Chicago City,Newberry Mansion,839 N. Dearborn,Chicago,IL,60610,6,Bulk,Active,Apartment,Auto-Renewed,1/17/2016,1/17/2015,653E,Unassigned,,10/10/2013,10992,Renewal,Debulk or,,
Chicago City,Newberry Park,1355 South Blue Island,Chicago,IL,60608,84,Retail,Active,Apartment,>24,4/1/2019,4/1/2011,AP10,Completed,"Revell, Bill",8/31/2011,73803,Renewal,************** NATIONAL OPPORTUNITY PORTFOLIO - Only assigned team members are to make changes to this portfolio. Any questions please contact your manager or Sandy Edwards. **************,,
Chicago City,Newberry Plaza Condominium Association,1030 N. State,Chicago,IL,60610,624,Not Serviced,,Condominium,Not Serviced,,,,Contact Made,"Valerio Jr, Gill",5/31/2015,395517,Win Back,,,
Chicago City,Newborn Optima Center,200 E Illiniois,Chicago,IL,60610,325,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Metsa, Lori",9/18/2013,422997,New Build,,No Right To Service,Other...
Chicago City,NEWGARD PEARSON CONDO. ASSOC.,1435-39 W. ARTHUR,CHICAGO,IL,60626,9,Retail,Active,Condominium,Auto-Renewed,11/12/2015,11/12/2014,,,,,12445,,,,
Chicago City,Newport Court,1157 W. Newport,Chicago,IL,60657,13,Retail,Expired,Apartment,Expired,7/2/2006,7/2/2001,,,,,9717,,,,
Chicago City,Newport Wolcott Apartments,1901-03 W. Newport Avenue,Chicago,IL,60657,20,Retail,Active,Apartment,>24,12/3/2019,12/3/2004,03OC,,,,161356,,,,
Chicago City,No. 9 Walton Apartments,9 West Walton,Chicago,IL,60610,79,Not Serviced,,Apartment,Not Serviced,,,,Contact Made,"Valerio Jr, Gill",7/31/2015,435075,New Build,,,
Chicago City,No. Ten Lofts Condominums,1040 W. Adams Street,Chicago,IL,60607,256,Not Serviced,,Condominium,Not Serviced,,,,No Sale,"Kung, Theresa",9/18/2013,423282,Win Back,,"Service, No New Agreement",Competitive Service Offering
Chicago City,Noble Square Cooperative,1165 N. Milwaukee Avenue,Chicago,IL,60642,481,Retail,Active,Cooperative,>24,8/12/2021,8/12/2011,171G,Completed,"Neufeld, Richard",8/12/2011,205078,Renewal,324 unit high rise and 157 townhomes in this Cooperative,,
Chicago City,Normal Haven Apartments,6808 S. Normal,Chicago,IL,60621,18,Retail,Expired,Apartment,Expired,9/12/2006,9/12/2001,808D,,,,9712,,,,
Chicago City,Normal Haven Apartments,6800 S. Normal,Chicago,IL,60621,26,Retail,Expired,Apartment,Expired,9/11/2001,9/12/2001,164D,,,,9714,,,,
Chicago City,Normal Haven Apartments,6750 S. Normal,Chicago,IL,60621,26,Retail,Expired,Apartment,Expired,9/12/2001,9/12/2001,165D,,,,9715,,,,
Chicago City,North & Talman Family Apartments,1600 N. Talman,Chicago,IL,60647,52,Retail,Active,Senior Apartments,>24,9/23/2018,9/23/2008,982E,Contact Made,"Perry, Kay'elen",9/18/2015,362143,Renewal,,,
Chicago City,North and Talman (F) Apartments,2634 W. North Avenue,Chicago,IL,60647,24,Not Serviced,,Apartment,Not Serviced,,,,,,,425707,,,,
Chicago City,North and Talman Family,2654 W. North Avenue,Chicago,IL,60647,24,Retail,,Condominium,No Contract,,,342D,,,,297227,,,,
Chicago City,North Beach Lofts Condominiums,1225 W. Morse,Chicago,IL,60626,43,Retail,Active,Condominium,>24,2/21/2020,2/21/2005,238B,,,,182737,,,,
Chicago City,North Branch Condominiums,2510 W. Irving Park Road,Chicago,IL,60618,30,Bulk,Active,Condominium,>12<=24,10/1/2017,10/1/2012,679A,Completed,"Kung, Theresa",9/14/2012,193460,Renewal,,,
Chicago City,North Center Condominiums,4000 N. Damen,Chicago,IL,60618,32,Not Serviced,,Condominium,Not Serviced,,,,,,,17657,,,,
Chicago City,North End Towne Homes,6951 - 6957 N. Western Avenue,Chicago,IL,60645,18,Retail,Active,Condominium,>24,2/16/2020,2/16/2015,541D,,,,12952,,,,
Chicago City,North Hampden Condominiums,2629 N. Hampden Court,Chicago,IL,60614,67,Retail,,Condominium,No Contract,,,,Contact Made,"Hirsch, Mike",10/2/2015,433930,Renewal,Grubb Property MGMT,,
Chicago City,North Harbor Tower,175 N. Harbor Drive,Chicago,IL,60601,600,Not Serviced,Expired,Apartment,Not Serviced,3/1/2013,3/1/2012,606E,No Sale,"Butler, David",7/31/2012,263220,Win Back,,"Service, No New Agreement",Competitive Service Offering
Chicago City,North Park College,5148 N Spaulding,Chicago,IL,60625,82,Not Serviced,,XOC Dormitory,Not Serviced,,,NP#A,,,,429574,,,,
Chicago City,North Park Towers,300 W. North Avenue,Chicago,IL,60610,124,Retail,,Cooperative,No Contract,,,898N,Final Contract Sent,"Perry, Kay'elen",4/30/2015,381362,Renewal,,,
Chicago City,North Park University,3255 W. Foster Avenue,Chicago,IL,,500,Not Serviced,,XOC Dormitory,Not Serviced,,,,Assigned,"Carnahan, Nicole",6/10/2015,408502,Win Back,,,
Chicago City,North Park University (Offsite Housing),4951 - 4957 N. Sawyer,Chicago,IL,60625,28,Retail,Active,Apartment,>24,9/19/2021,9/19/2006,038L,,,,220942,,,,
Chicago City,North Park Village,5801 H N. Pulaski Road,Chicago,IL,60646,180,Retail,Active,Senior Apartments,>12<=24,4/1/2017,4/1/2012,984B,Completed,"Metsa, Lori",3/29/2012,413657,New Build,,,
Chicago City,North Shore Condominiums,6708 N. Lakewood Avenue,Chicago,IL,60626,13,Retail,Active,Condominium,Auto-Renewed,6/1/2016,6/1/2015,687H,No Sale,"Neufeld, Richard",2/15/2009,75879,Renewal,"Association facing bankruptcy, some Owners not paying dues, Assoc wanst to debulk and pay reatil rates individually. Don B as oked de-bulk will close master account Feb 15th","Service, No New Agreement",Other...
Chicago City,North Town Village f/k/a Nortown Village,1311-1415 N. Halsted Street,Chicago,IL,60642,116,Not Serviced,,Apartment,Not Serviced,,,,No Sale,"Taylor, Bryant",7/26/2015,398727,Win Back,,,Unknown
